name,f1,shape1,scale1,f2,shape2,scale2
01_FcaCaf_aligned_cds,0.9044576717252858,4.961361060521314,0.014041715491757492,0.09554232827471419,7.94931407462797,0.016004218043133477
02_MusRat_aligned_cds,0.7106986415836863,9.169067809876736,0.006740379960796667,0.2893013584163137,3.6520407675161626,0.019360527759300705
04_Gallus_aligned_cds,0.021935749728401042,0.7637737177165929,0.06101651863655294,0.9780642502715989,5.553636708043067,0.006431076978226455
05_Droso_aligned_cds,0.013005694096197097,0.10239281504199572,0.03733101410761139,0.9869943059038029,4.0677794408227905,0.0037085286617892952
06_Nematode_aligned_cds,0.17513447678326138,4.163056266974642,0.0531179940665939,0.8248655232167387,13.158906084864165,0.018906978310543426
07_yeast_aligned_cds,0.872898686213414,18.87718781816075,0.005834462204274262,0.12710131378658596,1.8680571872177352,0.043849467657446836
08_Arab_aligned_cds,0.9003107849756297,10.188728228938476,0.005013257304779836,0.09968921502437034,2.1976915553975527,0.03478011149829227
09_SarMon_aligned_cds,0.005387729244721225,7.362702923550459,0.00220464838805841,0.9946122707552788,4.90651040180834,0.02159238542617331
10_ants_aligned_cds,0.424648140403316,14.074994762014546,0.01122923507244665,0.575351859596684,7.584814249621391,0.019282601301583144
11_malaria_aligned_cds,0.47922492210773276,18.959542400173987,0.010926398812299098,0.5207750778922673,7.214699614318402,0.017910730177504323
12_fugu_aligned_cds,0.1297516984239646,13.232427780298183,0.01245643051639434,0.8702483015760354,9.57269076724589,0.011075097978861094
13_Phytophthora_aligned_cds,0.8989212313029895,18.49358121825428,0.008116737040299022,0.10107876869701052,2.582163368464655,0.05635244641658971
14_Fusarium_aligned_cds,0.03988690115777144,0.6242926429907544,0.1400672916940766,0.9601130988422286,3.634805587492125,0.01176856915935189
15_Oryza_aligned_cds,0.8168054621050482,2.519145839268961,0.0016167641999440077,0.18319453789495171,0.12273343758976131,0.0617897617105062
16_Solanum_aligned_cds,0.11715921344220215,2.111523528000451,0.03253713101815172,0.8828407865577979,7.078069294770264,0.005279389649995664
ATGC001,0.8966555649150352,11.643874657380284,0.01841792551343502,0.10334443508496487,0.8454889964185489,0.1044969008010741
ATGC013,0.5046376092877566,20.712080102554957,0.015767830291283806,0.4953623907122434,1.9823532383014997,0.08067682726252388
ATGC015,0.9122559701284513,11.90131101931306,0.024062776559098144,0.08774402987154876,2.0027298449089206,0.05906923668139077
ATGC016,0.9865282258949085,11.99192058995699,0.015286712568858388,0.013471774105091523,0.4934164700178969,0.1708690002220183
ATGC021,0.7400032764060858,20.542628885866705,0.011021462749959725,0.25999672359391424,3.0361214454105907,0.05960790654429968
ATGC022,0.5083529235904695,22.89526116727146,0.008809306926376874,0.49164707640953054,5.302375748518599,0.0384143108230793
ATGC028,0.9432701024036763,10.490510532898872,0.01855910759172907,0.05672989759632374,0.2934956010294955,0.1734637358346077
ATGC044,0.1401167922049484,13.67031727103198,0.00840238951888142,0.8598832077950516,12.330155717037625,0.009092035124968837
ATGC045,0.13891678041372946,32.660554169940056,0.005046790721789465,0.8610832195862705,22.94700466090398,0.011238652423381216
ATGC050,0.26162706369282823,9.148121327786354,0.020678955474529373,0.7383729363071717,21.490661811481512,0.009020372542695968
ATGC056,0.9370106021905904,16.60851617719536,0.016766880769198002,0.06298939780940956,3.2933305462096407,0.03534791091441412
ATGC058,0.8114034978880993,13.071806315554456,0.01717292107945198,0.18859650211190068,2.30794901675561,0.0407412157428868
ATGC069,0.8009744723266177,12.547893642691767,0.021367542478388634,0.19902552767338233,2.1138719973650373,0.060134429353679825
ATGC071,0.9567028190444853,6.843023167398109,0.02379790895160573,0.043297180955514714,0.9272070549241108,0.12020924027223792
ATGC073,0.1516511320118167,2.0939626040424453,0.05183066474597002,0.8483488679881833,8.945470030922724,0.025420678279718577
ATGC075,0.967299092352384,9.39325207919917,0.021107330581669366,0.03270090764761605,3.106054419460682,0.014357743051663248
ATGC078,0.9553862925485231,7.524666603353669,0.023798406973313736,0.044613707451476824,2.5292367543840273,0.03350916251728072
ATGC095,0.14184599917162777,35.11699379815237,0.009048618868432763,0.8581540008283722,16.76211916231485,0.012903443842511285
ATGC099,0.9562963984637836,12.45249366390862,0.01992234340711797,0.043703601536216496,4.609484161896121,0.017863630677573624
ATGC110,0.11841872965616727,1.344963610543014,0.08103379724299711,0.8815812703438327,10.484840632373723,0.02307875432454198
ATGC111,0.9787940021105098,5.949528173802065,0.027894866075049228,0.021205997889490204,2.5184243663309775,0.010833665019300574
ATGC112,0.8902085661077944,9.880443910067221,0.02242779325552403,0.10979143389220553,2.6034354419359538,0.03957037185655515
ATGC117,0.9476920750307644,14.269274853060468,0.014859880033439788,0.052307924969235683,6.43403511699449,0.007700889362390917
ATGC120,0.1507011949696522,2.1658034953737166,0.06051850748906923,0.8492988050303478,13.799478638580315,0.018317636328265628
ATGC127,0.09488234758043367,2.581403763018471,0.029644003097342945,0.9051176524195663,14.607902202351987,0.01812934604523417
ATGC134,0.7333121603277273,8.02165557854658,0.02024706916672642,0.2666878396722727,2.9403601750908788,0.04262115311414605
ATGC136,0.8904968177278373,10.237853766670323,0.020236023083084354,0.10950318227216271,2.7873691443711475,0.03950200724387045
ATGC138,0.8963054956935614,12.617855968738949,0.018672577177369424,0.10369450430643855,4.2738086742911126,0.02352826331925488
ATGC143,0.8078665678813023,11.131871836460418,0.01814734876089182,0.19213343211869777,1.3549226591020667,0.07479659923814155
ATGC145,0.6533712587508678,23.215574531867055,0.007252210122376135,0.3466287412491323,9.315082960121705,0.01563363831245361
ATGC146,0.9215236243427646,11.92769983307641,0.022226968273717965,0.07847637565723536,0.10730377049853561,0.32340249826995715
ATGC152,0.025278000712281572,8.720327085717996,0.006689737192285089,0.9747219992877184,7.467795645608402,0.029247828732548314
ATGC155,0.9935542695600129,14.358233561705426,0.013088816983247764,0.006445730439987131,111.45049646324452,3.747667975865559e-4
ATGC159,0.10774784353614343,1.3329778925522153,0.09097910539370657,0.8922521564638566,13.906879492346608,0.01591813867936497
ATGC169,0.7348598401879811,12.650080563953363,0.015544788207761378,0.2651401598120188,5.642055986457563,0.02977094918569841
ATGC171,0.9944901023640612,4.256651732556663,0.04082537827107888,0.00550989763593879,0.20158956781360493,0.1636991784042804
ATGC173,0.9707898740562441,9.040924573474618,0.020695889095295277,0.029210125943755952,0.15800624361673943,0.08706640516079843
ATGC178,0.3436635640853851,5.320884049803687,0.03103473237794651,0.6563364359146149,17.718409680745513,0.00777757070911071
ATGC181,0.21632829690795438,2.395766746345983,0.05750764187308482,0.7836717030920456,13.59665420575004,0.020883113132145262
ATGC182,0.8302103389349497,18.91096607825991,0.0119805807502928,0.1697896610650504,2.693241752624672,0.05951779353237456
ATGC186,0.9815647373304198,7.945469193936551,0.027287436591468782,0.01843526266958015,0.6293462380855209,0.13373759798342064
ATGC188,0.9924097869951842,7.926116967508478,0.019417411872712828,0.007590213004815825,0.41035854438511254,0.13291490910232862
ATGC192,0.0820996817390087,5.147203045401569,0.02065888634248884,0.9179003182609913,15.028619646242847,0.01857695794019092
ATGC201,0.07732816538660357,27.924990256000974,0.010234820935887158,0.9226718346133964,17.441375375545608,0.015196046753517151
ATGC202,0.9440369117086953,7.329142924607443,0.030238353011014494,0.05596308829130465,0.28812141233838995,0.17540736359465905
ATGC223,0.9891127428942965,21.019702822927567,0.010991392526142119,0.01088725710570353,48.13911949597972,0.007630958112092617
ATGC232,0.780993691953094,14.072208534260259,0.013970564921207046,0.21900630804690607,4.970814920514971,0.03656870918878773
ATGC235,0.09690715322833358,1.0797480002484907,0.09680415709902421,0.9030928467716665,10.238082761697656,0.021700041609457394
ATGC239,0.9227674719975638,10.147816783468574,0.020647967791873275,0.07723252800243623,0.9058920323019795,0.0891040257229565
ATGC242,0.0279683053613623,0.18555226527442045,0.29968248553148663,0.9720316946386377,9.621394683780087,0.02458440027811631
ATGC243,0.9297247598366739,10.163110737152605,0.0278964453582362,0.07027524016332613,1.2175592748781332,0.08879346994271375
ATGC244,0.07903510795021283,4.432697398255713,0.01889620502044424,0.9209648920497872,16.090346259884615,0.015187249768454947
ATGC246,0.05828034323662826,30.985929529339952,0.010688727827922826,0.9417196567633718,24.0637364280898,0.00845617916184101
ATGC258,0.21243736499329552,8.469452576734806,0.02528187474849593,0.7875626350067044,22.14825379728563,0.008985313292836772
ATGC260,0.25664043675878584,4.744279736045486,0.034647231280644925,0.7433595632412142,20.819956974597712,0.007912162919524351
ATGC277,0.984777403079056,5.7163390449932585,0.02865072176624806,0.015222596920944007,1.6768179101140595,0.015814932743166595
ATGC279,0.021488975337646897,36.34971130794628,0.013171112869918573,0.9785110246623531,15.635930571049553,0.018516586662156116
ATGC301,0.5696677297750542,10.131800894954097,0.023143819614758723,0.43033227022494575,4.622127890335755,0.033557346483542305
ATGC309,0.9481402538767645,8.560622847697026,0.01976083452734472,0.0518597461232355,1.741863637473856,0.05507657955191487
ATGC330,0.9123167664158671,9.247541524759766,0.023399061249966973,0.08768323358413287,1.230257095919856,0.07577746940940325
ATGC332,0.9493424956072709,7.927267292231179,0.025444301520805755,0.05065750439272914,1.9313184830769432,0.056268733320886555
ATGC339,0.8269102196000271,12.211823274407957,0.019318748330406983,0.17308978039997294,2.4846872049554243,0.06326703297739603
ATGC341,0.8025977370135858,9.563643845675465,0.023250496467583016,0.19740226298641414,1.4771178238913736,0.0746481219512405
ATGC352,0.3713188370661811,3.8691869526125107,0.03479707935193212,0.6286811629338189,7.9863764625492655,0.014789182294988164
ATGC361,0.6996700903410948,11.294866033148825,0.015995039323439788,0.3003299096589052,3.1466672191394203,0.04149576742931654
ATGC369,0.7807698686949176,11.47999982728336,0.017707114425450077,0.2192301313050824,2.088197756968186,0.048919075030925685
ATGC371,0.0328195181962622,0.18156843941613088,0.3203007964843923,0.9671804818037378,12.80774196973514,0.020728071313642175
ATGC372,0.6787156889632419,12.369442364968096,0.0234508863744227,0.32128431103675814,33.48026008687726,0.007433531254073172
ATGC374,0.9290846022727377,9.775375372642324,0.024022045093855433,0.07091539772726234,1.3243728386666318,0.08978275688628319
ATGC376,0.8511234422088025,8.250946890235829,0.030990960706114436,0.14887655779119746,1.5828191426886862,0.08285206635072127
ATGC389,0.9284059376617454,9.716987084596308,0.027815955646903645,0.07159406233825462,4.744198856286951,0.014850151486585065
ATGC393,0.9550763104477775,10.05562537499535,0.01786577542997298,0.04492368955222249,1.0632336938244922,0.09234210588292846
ATGC420,0.9833596701497281,5.918750542805544,0.03615377345041039,0.016640329850271907,0.5644911973834378,0.12821759577639524
ATGC428,0.86452963107373,14.966702816364819,0.01815768148430527,0.13547036892626996,1.0731346651403009,0.11039096614655071
ATGC431,0.03931373825000419,2.10714827204065,0.05344026688793126,0.9606862617499958,12.35788386766328,0.020677575008526537
